product_id,description,sales_history,demand_target,image_path
P97009,Modern Blue Wool Summer Dress,"[421.7085711501715, 422.46448079703583, 412.84398097995245, 423.10436742872923, 427.50403873230556, 422.6646616465633, 426.12997052801893, 394.4485766212609, 410.25556876380904, 396.30103319492946, 397.04478440435366, 383.2232819572499, 393.1621682122888, 394.7970741388283, 403.4584312256647, 408.0225062391983, 413.2212790207411, 399.17519709924755, 420.5645678052073, 425.39593084156854, 404.23620317552565, 407.808497487943, 391.8361980673229, 403.6839587314228, 396.9777827296272, 386.8009146015379, 403.439777273282, 380.414272211212, 406.560144133968, 385.30637924263976]",445.96,public/images/learning_set\red_leather_jacket.png
P45878,Oversized Green Polyester Sweater,"[321.4331079282019, 315.97017227334175, 348.08214666341115, 343.6657823480593, 361.4771964357863, 350.9704041801613, 346.4690746279009, 320.59350655355223, 313.35742053008784, 312.90492923056854, 298.533971261321, 294.8901716841676, 295.69541767287024, 327.2025400624595, 309.3376002514107, 333.9798366105618, 351.26669322535366, 334.1495202790199, 346.75365548993716, 335.7411409820427, 319.2325422259391, 330.5809185638098, 308.8523978867774, 305.8776477899791, 320.2167901215167, 301.5506525859139, 298.31291688374114, 302.4382114920728, 315.13938384259023, 316.8108706223076]",322.72,public/images/learning_set\red_leather_jacket.png
P89707,Oversized Black Denim Jacket,"[203.68242153070105, 212.05661313852434, 215.69192723205967, 225.66081252029812, 253.23505862247777, 205.16784159692128, 201.63094885772117, 209.6747952435429, 179.61852845216808, 181.65711493783937, 172.62381157099003, 170.76508574807255, 156.6189449079052, 159.0019672980716, 168.7972563187395, 192.90385855833108, 226.14683448557537, 214.77072502231948, 235.14555792733321, 205.5053840721136, 194.15086732321842, 218.35025504311486, 187.97589270993527, 187.11029668311156, 166.97137060225228, 176.47498030347853, 158.03004668526023, 172.10716167847164, 187.95688374335526, 195.71570549753764]",233.41,public/images/learning_set\floral_summer_dress.png
P40196,Slim Fit Pink Silk Jacket,"[215.4749028858735, 241.61486430282622, 246.36353304373318, 278.4558841278056, 278.09788110794483, 234.62843126492598, 238.49193754626927, 215.86509428229303, 198.9135246620056, 183.7585489231554, 182.0749850675557, 184.11898252891984, 171.0391777481327, 211.56712545445453, 214.5384269139402, 218.15017912733165, 246.74091842788988, 268.7255703532299, 280.94921989944527, 250.00742549621634, 271.4146327839149, 225.55314328303635, 225.6121589919656, 227.08923593190914, 189.56021701165267, 172.49812163018782, 186.6304712347498, 174.90061794225548, 201.36904411507714, 212.54512944539567]",221.56,public/images/learning_set\floral_summer_dress.png
P23996,Formal Pink Linen Jeans,"[444.306623410339, 465.08529703899273, 453.0383196560675, 466.6992860871594, 453.27969236488536, 466.3927060007342, 463.0341595795533, 454.37183406960827, 441.4309323943128, 442.02773655725696, 425.906680221746, 410.827539954418, 432.0733984988045, 424.8382234627306, 438.5032015248624, 455.22446098291937, 459.228345048089, 466.94610904188687, 465.1729070010501, 476.65144575322864, 473.257451591575, 454.8814371345462, 441.5217467049787, 424.0960600311183, 435.31787011191693, 436.4334581873026, 413.67503813048694, 418.4690190081562, 432.69391079731844, 454.2793980133118]",490.95,public/images/learning_set\floral_summer_dress.png
P76631,Oversized White Denim T-Shirt,"[71.70261407106827, 81.91155480027147, 99.78467624295858, 111.70523621670799, 103.38880110535365, 108.23298348499185, 90.56254485842257, 64.91092549804398, 36.20194366750269, 46.427448099048924, 17.06551707811508, 4.708539608725923, 19.071266040069226, 45.94769378308386, 61.178261073787525, 53.698524329730205, 100.26669461472275, 124.55973132078704, 86.4801896013916, 97.44591169371195, 97.53646578677014, 52.61859801503381, 60.20403458995532, 41.41058120896047, 36.33601595959641, 9.35823535849777, 21.722843578849172, 22.67326421465485, 50.295781483439626, 58.069449692626435]",75.02,public/images/learning_set\blue_denim_jeans.png
P66050,Modern Black Cotton Summer Dress,"[64.23470550445589, 60.53139401403912, 64.9215768937703, 79.56092777899784, 68.39652865358093, 64.95994128584499, 65.3816270675596, 39.896083927443314, 28.110141783901078, 44.33405818724831, 49.585954000396846, 20.834899741257185, 39.99381368629767, 14.609309962256166, 46.70011597958945, 64.6631962764851, 72.47193293364722, 69.37663391559252, 60.49598841489862, 68.92854317249704, 66.0824298307015, 55.659272484048486, 53.80627609444891, 54.54538902390206, 21.555227372634036, 40.57389829654337, 22.63409015010494, 29.63066059987744, 43.573782455027256, 45.87041720044926]",60.88,public/images/learning_set\red_leather_jacket.png
P68220,Slim Fit Yellow Cotton Skirt,"[342.2259738766466, 345.2091858751484, 381.63920473808776, 373.70310416288453, 359.8247421954993, 348.7036834860144, 339.86832779869957, 324.90550897165207, 345.241575873102, 318.48925034460166, 302.79158413807977, 319.47729230414353, 304.09793473129776, 324.64339545986184, 330.06621498976983, 341.0975949581957, 367.8405383371119, 367.1367909319044, 349.24653062989523, 372.4450298815258, 349.34129709163204, 342.3400738806202, 318.28919679289055, 325.5392364762241, 306.3026055380767, 302.3261456688647, 301.45944667731965, 316.01101297865097, 321.23627956940834, 349.10563812827996]",403.62,public/images/learning_set\red_leather_jacket.png
P98827,Casual Green Silk T-Shirt,"[189.56285375575388, 199.94399944298374, 215.30417569368305, 234.75237436956954, 238.62393953574772, 238.93554435435072, 219.5525925891095, 191.08046823006757, 171.12454136693148, 133.61419943903718, 142.62029979215808, 130.7926973548812, 135.83290818572084, 135.72864982654212, 177.96006368306172, 198.41461717842492, 220.75623066449432, 235.36899420287097, 226.88740215388933, 236.44099644298925, 209.42357747476944, 195.85154977676186, 166.39670353209695, 155.63895967182788, 146.29489766736694, 147.53933813435424, 146.562348340515, 140.03078537616247, 173.90475130936383, 180.86137369710065]",184.53,public/images/learning_set\floral_summer_dress.png
P38732,Oversized Green Linen T-Shirt,"[386.85788099366766, 400.8120225438749, 417.37580181817697, 426.0201779763906, 447.3414028055787, 399.49077701552795, 410.37717013217605, 407.56733109159444, 360.4694122151454, 339.7945502339363, 354.52945668644435, 350.1819417627244, 332.4202883587685, 358.15105775731496, 376.2637206535375, 389.4160801212444, 415.6196253033587, 422.02699129906625, 436.6188633506355, 438.4314766127833, 415.9124210597705, 400.5585204650635, 377.3912039544873, 374.7060537634916, 334.02459365285097, 344.25588925521174, 331.7650551417392, 346.9947879453279, 347.53235895485847, 374.12027632848395]",345.51,public/images/learning_set\floral_summer_dress.png
P73565,Formal Red Wool Sweater,"[410.7492825184326, 393.91366343174104, 441.28992025634386, 441.9083950585566, 425.96090592339186, 431.57495846814754, 397.1431291546459, 395.96236336674326, 392.57804550416716, 368.82954522567593, 367.97203788527025, 344.108654826513, 374.5093688743816, 364.21794823493263, 388.4961622292637, 413.0314512948219, 402.8495217859746, 436.2533399877803, 418.59086239912193, 414.47166604691404, 437.23074624303524, 425.3918212859264, 389.5658885921247, 393.79746949415784, 367.7464626828818, 368.32029633540753, 367.7261616915852, 375.0427481789321, 376.96466053009823, 381.81672412711913]",396.93,public/images/learning_set\red_leather_jacket.png
P52445,Slim Fit Yellow Cotton Jeans,"[109.79244132733096, 132.62508128802102, 154.00584257539964, 129.9011899589749, 159.47259785534365, 137.1193301003687, 121.87491494185846, 113.20201602599836, 112.13581458097963, 92.13714314985187, 76.84169668530728, 77.76791476628182, 74.87448562193379, 80.65844022256232, 112.45549271945633, 110.54608410017343, 142.98409370599984, 162.4022325009436, 141.13093027806886, 142.75810450963462, 116.48132836038644, 114.0822817873418, 104.43848532800372, 94.43811600369062, 69.7468232524791, 70.91903689922225, 61.21390090179423, 84.91663445519289, 96.18513687570504, 112.32396182898285]",132.38,public/images/learning_set\floral_summer_dress.png
P69120,Vintage Grey Wool Jeans,"[367.40958423804796, 409.28973243502963, 447.3271340301286, 433.6740681512449, 450.02873294943925, 425.07494227015417, 402.5815510179475, 392.2971767732895, 367.71603817213145, 351.7198617955177, 345.6071875280884, 340.20969108957024, 332.05988307750397, 354.0650771670281, 388.4067842720038, 402.6920758632988, 427.50032995272414, 440.88827851222885, 446.68796645580255, 449.05888323464995, 419.2826334693274, 394.016153611659, 378.35308797415354, 355.19396381691877, 367.860184974434, 321.3876907904234, 337.7629509643748, 341.51367470070977, 364.29838628844374, 399.58073311126753]",349.61,public/images/learning_set\floral_summer_dress.png
P11778,Casual White Cotton Jeans,"[203.24556262006476, 218.5720934808571, 207.6286479887624, 218.7646455547458, 234.34981992431378, 220.26515702062915, 199.05128916919932, 195.45447373919484, 190.3171730253281, 156.57463947236747, 173.21164212003603, 180.34356308403238, 170.17635907592333, 156.7570284172598, 176.03314272948504, 196.5456450361397, 204.80602703045423, 220.65893763613556, 237.0416984491923, 227.80477019100053, 224.31788836731175, 190.4067995944144, 208.16919063694357, 173.9691204291587, 165.30203123449846, 148.9835170739766, 157.53876061426828, 189.36410462405712, 182.64177692648653, 191.5163761502854]",232.79,public/images/learning_set\blue_denim_jeans.png
P76361,Slim Fit White Polyester Sweater,"[449.8141422970835, 468.77660333619605, 493.04836491239496, 470.6454467284654, 492.1883659399629, 497.96819819793456, 476.0870334544531, 440.56830814318465, 438.46930136676895, 441.69685744243156, 399.04398057531745, 413.4122274365388, 407.0027488007733, 407.43800343332344, 451.42007169780885, 428.19786230459204, 485.0001479357678, 461.76680119846935, 505.2686373273864, 485.49351007685254, 475.81416071100773, 449.93618126631765, 450.3313980951615, 430.20366027615694, 426.94640733856676, 400.36746519244747, 431.19412334184955, 434.3641233222452, 433.893281794714, 446.5182473226064]",539.72,public/images/learning_set\red_leather_jacket.png
P89034,Vintage Blue Cotton Jacket,"[404.4937632068297, 390.3513771348234, 413.0951121334709, 401.231294064032, 402.62021720668406, 410.10132923134563, 395.45397141393744, 388.43867808717147, 372.87063827866035, 362.9434516927891, 376.73628143396786, 385.344065250825, 385.7830700037679, 382.5001294431071, 394.8884837022892, 368.97562375183236, 389.24138975916173, 386.4629549813736, 395.3083568885094, 388.72970371072574, 395.294575100862, 401.09847000374714, 380.4351609534978, 376.2520964988022, 366.304105550264, 357.7252846966645, 375.80701460238237, 375.6414586688483, 382.7136924054148, 387.08600455445287]",463.76,public/images/learning_set\floral_summer_dress.png
P92801,Casual Grey Linen Shorts,"[181.47308635005834, 191.440071497359, 230.57438573901234, 238.87465265050886, 247.8206697467217, 221.12139528899996, 207.91228517739177, 203.8422059058556, 160.42902135482794, 156.02541196239838, 135.92812457525386, 140.58806678393387, 147.46717915068112, 157.38391971649372, 173.91687523246515, 186.8269028195672, 224.2841547604267, 218.41553215407993, 224.18692290662582, 209.79845812461656, 209.03994879603923, 204.70773691475642, 176.94841635486193, 151.84444068252702, 158.04631252239778, 152.3434627633859, 129.34529610726, 156.54611160567862, 168.74529166282412, 191.20744804195462]",166.71,public/images/learning_set\red_leather_jacket.png
P40335,Modern Green Denim Jacket,"[232.73685585934416, 242.51136316168675, 237.29564204217965, 241.8840497823956, 234.009906569711, 254.19304526376806, 245.2490706540785, 231.99232381698639, 226.6310098964983, 221.57039405475973, 218.09562819919836, 206.70370160782085, 224.0184042850609, 221.49402488172575, 217.9272435097141, 248.32580892681634, 230.1109166853571, 251.3957994547761, 262.8529593668803, 251.01668983877946, 232.573640787539, 226.61884832428424, 227.76224160638856, 229.9447035310191, 205.31374038246918, 225.56634819691533, 221.98676433815567, 205.99446386407448, 214.324277646874, 239.67830401255534]",230.99,public/images/learning_set\red_leather_jacket.png
P36592,Oversized Black Cotton T-Shirt,"[303.6904906970708, 316.86289122696024, 329.08410240741614, 315.62018187009835, 318.89074393558667, 336.3371078303808, 325.39161258364913, 294.2706337695343, 330.4394520306928, 292.0985445207296, 289.5034226609547, 303.2261273517355, 301.48251533856677, 301.82588257260807, 306.91893104824703, 300.8982473717414, 317.3173253837399, 312.22262645647027, 328.4082721878869, 339.1253328475942, 319.13680638988217, 316.32247266116093, 304.9252080388108, 316.3026178099006, 293.9799862076649, 302.07837171283217, 290.92482432444126, 301.02842105873987, 298.6964648615142, 313.92411981422094]",341.77,public/images/learning_set\floral_summer_dress.png
P85617,Casual Blue Cotton Jacket,"[298.84515362503134, 317.5537527139369, 354.47881270424637, 344.0291865973005, 340.9794896941552, 327.2183724992248, 326.5664606277204, 309.43565180185755, 318.24538841953955, 293.1719479243559, 301.56902582196204, 305.37601564777003, 298.6703314437714, 306.60606175619216, 310.74842222000257, 293.17832467886825, 338.4844519324562, 344.7370188744494, 343.98380683957316, 344.6599105310064, 324.0047140393872, 321.9797929070497, 308.68795405045125, 315.10731208603806, 317.7416852414562, 287.9428130464758, 295.3122430581942, 313.190259562781, 308.5746971760979, 340.8557496686648]",318.4,public/images/learning_set\blue_denim_jeans.png
P13894,Formal Black Cotton T-Shirt,"[190.61759122658356, 183.1612892348857, 165.3678276467109, 180.2159880584626, 190.92814090264133, 201.2846483851522, 191.37339369849153, 173.5008801045856, 173.12296825418187, 153.3552171255869, 171.2102864216307, 150.40289076509345, 172.50881320447803, 177.48075903901113, 183.69442100621163, 179.25363673695628, 190.38737980718767, 186.62267978841854, 207.72421161767073, 181.23895573492044, 194.37151305833592, 181.5707730862932, 176.96028297509366, 165.52422951701928, 149.78812295652398, 166.65625962472063, 156.92587212518347, 172.5910911537742, 171.63731031664398, 169.42617215089084]",212.36,public/images/learning_set\red_leather_jacket.png
P75856,Oversized Blue Cotton Shorts,"[102.49132238000487, 144.26459799955376, 152.00014227923523, 161.83278417939607, 143.17700086225443, 139.0920845535898, 143.1144211709289, 115.85038524045348, 129.55069154992958, 96.4575482666268, 97.06458297434095, 102.17618470966922, 97.7302119110363, 126.73114081585152, 108.80448156311596, 118.90568546832836, 134.86390947305384, 147.40594100867483, 148.07611976681727, 148.93503735121055, 150.35231949774257, 140.73321720176, 117.35817066128088, 113.76763167542018, 110.68237929793983, 98.64477019276026, 93.98876126318417, 93.72106166941218, 110.51440408413052, 132.19875928672002]",124.02,public/images/learning_set\blue_denim_jeans.png
P43537,Formal Grey Denim Jeans,"[475.353322438227, 501.11945227265556, 496.7613162399727, 513.7566127935212, 507.37224708572677, 507.03285251685304, 481.9863418658539, 487.51597886977754, 463.2280619256704, 449.5842073340359, 447.3960081599368, 441.1388499957121, 432.4754516904936, 453.55995650507845, 471.42722872492357, 492.2315544967612, 488.80174781794585, 511.81751608020056, 504.15391578838086, 520.0593660356939, 497.95044945176403, 483.0995949629431, 470.4913275662154, 468.6096432013589, 452.1544764261465, 437.08628238686083, 445.0007463460888, 451.6937191788882, 472.3571294184287, 479.47239982894945]",476.82,public/images/learning_set\floral_summer_dress.png
P28220,Slim Fit Red Polyester T-Shirt,"[275.29700795574524, 293.1172448482168, 299.424731863295, 311.6894055319104, 292.2513520470725, 301.91713781182835, 293.5886625192497, 287.96495279930133, 265.3190574932863, 251.86680953773015, 239.6973395664847, 252.2646345506507, 259.7464297214834, 252.4826287945429, 273.0718664936697, 262.8426699502278, 296.4161610202965, 295.69539675030603, 283.5116126910241, 297.9685603055088, 309.850823674668, 282.6127951887337, 293.59547132885353, 273.4794886262646, 259.8269260065743, 272.7065979719269, 243.0796530589654, 255.1166342776851, 264.84690905893564, 269.34443122831226]",304.72,public/images/learning_set\blue_denim_jeans.png
P18095,Casual White Wool Skirt,"[316.4506152150296, 341.7472556101122, 330.73053708317565, 357.09317556674466, 362.420548728205, 338.5794850405493, 336.28911175848407, 323.8889947129504, 325.3947170420015, 287.0222635861571, 273.3735131778299, 280.27685235394705, 298.84277810365325, 307.04980656668397, 315.7206045925545, 338.04130809617203, 343.44007720335196, 345.1375659531024, 356.5079638993228, 374.2690015030438, 333.175585150809, 339.0907754050705, 321.1224759652657, 307.01126721050645, 286.95036598215205, 295.8120020224417, 288.5956531600275, 286.3652199351718, 312.3903808461157, 318.3091560764979]",321.37,public/images/learning_set\blue_denim_jeans.png
P62924,Oversized Grey Denim Jeans,"[294.7934151792595, 332.7449587955647, 317.8727364218709, 340.937999316041, 356.9982642300714, 339.44774292626494, 329.74128464822655, 322.6847050923523, 297.89392302825684, 275.82852112189875, 264.9920030856252, 274.08881667186307, 267.1441466825954, 281.8188925393543, 311.10648182934455, 322.2755692162028, 342.5621325396678, 350.8095815196596, 342.3731052156851, 342.76418811432205, 334.13822216216323, 336.43347203154275, 292.82811223639055, 296.57498916322834, 275.19285033763276, 275.1770066990622, 263.930526130885, 271.0605176041836, 291.6729313712122, 307.47333785960495]",308.45,public/images/learning_set\floral_summer_dress.png
P40099,Casual Black Cotton Jacket,"[292.8728796327834, 276.49400888413913, 317.1688716027327, 317.0249956890854, 335.38822174801726, 331.9706523735619, 324.1916426399049, 279.7369574931843, 267.35630019354517, 247.18635594171676, 245.60758049394923, 233.83011643449154, 249.3471434604018, 266.2132973397237, 284.5626611000301, 299.5856233504899, 297.9279647594884, 317.0245265829291, 338.667208151072, 333.54100453425804, 336.63259431602415, 293.0978235667907, 289.0504109451744, 253.25911434944308, 250.24362906620098, 239.3973107179216, 249.72199258265, 259.5369024744694, 253.35730536717287, 287.2319382485021]",342.69,public/images/learning_set\floral_summer_dress.png
P81044,Slim Fit White Denim Jacket,"[422.274226938668, 447.4161821709803, 462.0397873960613, 451.54381267790325, 451.1692055225528, 474.4033287167708, 445.6788494605202, 442.2409837748266, 416.6465479823722, 424.50417272422, 420.79613219681715, 391.34993125608935, 415.7761615409685, 416.65649755824796, 437.3974153479133, 447.2793614638579, 443.81986324198454, 455.17616434532994, 452.3887033531775, 458.09757386304284, 462.480359109857, 457.9793804190617, 437.99358313267896, 418.41954940016205, 415.3847173995879, 409.39580257485335, 398.06163281091295, 419.1359244584842, 418.5850093555982, 433.1074801535824]",391.42,public/images/learning_set\floral_summer_dress.png
P67273,Vintage Blue Polyester Sweater,"[232.11805829538787, 241.51646734950586, 249.17840110133406, 258.39707074525523, 258.3439248276986, 232.75333215423112, 259.3323683775903, 241.87164043147962, 237.51927956958625, 224.9729548257461, 209.8868475202229, 217.83173940753898, 238.10502132891747, 226.87684104617935, 239.2453725025225, 239.3876346033527, 234.3573975302404, 260.1491222313143, 241.89918161738242, 247.93106311584302, 250.45597907865977, 253.83582434613095, 229.3355262956398, 241.64408876995688, 211.05950242395122, 228.6516727904719, 220.07363423357685, 225.74490913118527, 230.841226021632, 246.31680561265537]",237.65,public/images/learning_set\blue_denim_jeans.png
P65843,Modern Red Polyester Summer Dress,"[239.02404227910316, 241.01027827266455, 267.1872386751971, 274.06171660417033, 279.1336412943581, 247.6471027653168, 234.708156592737, 258.3482937916611, 205.06985967571458, 219.31319569706972, 201.7869174220878, 204.0156626102296, 214.6856743600182, 222.10495908815903, 223.31159760780614, 237.72671138611906, 255.34012914144876, 265.0228733243733, 252.05777499377956, 269.5546689453407, 248.22330440913822, 225.09484113120112, 218.20861569734623, 209.93660575368293, 213.05951746299087, 179.6981483916333, 194.8692298939798, 213.20889216769456, 197.41407876778777, 244.35065459520965]",255.02,public/images/learning_set\blue_denim_jeans.png
P65996,Slim Fit Green Silk T-Shirt,"[45.96721141089502, 61.73135528193673, 46.0209455762857, 43.489524649125784, 65.12816555854687, 55.79195925702123, 59.58478875286188, 39.96127327768909, 47.97116737085427, 43.21624836096054, 40.50357493528159, 39.38098151286641, 35.19995560236506, 48.57147337064068, 61.389558171719486, 75.08269038131236, 61.14032336812634, 82.32450893115933, 65.38652502109333, 52.19427211731977, 46.0042050057659, 43.813085855256745, 41.869594375399714, 46.42290373843043, 35.09236112704211, 30.09197596328876, 50.75555025366498, 67.47974606467935, 51.82956539739337, 41.837287289696654]",50.84,public/images/learning_set\floral_summer_dress.png
P56884,Casual Grey Cotton Skirt,"[399.24439395664126, 401.1142334414661, 409.89286450449475, 408.49262563864033, 418.525645864312, 418.650057577344, 388.2785827271735, 400.22750569371135, 377.95239098451634, 375.20987669760376, 385.5864241120124, 367.46396526145503, 365.73305285605596, 379.5346224901793, 401.2691484158287, 400.5418144926924, 408.35718735312827, 427.325081712498, 412.929723839872, 422.1053939925523, 402.99255662670765, 404.86422578547, 379.6149705417524, 375.5900130937665, 373.259336118557, 385.7631931704628, 374.31957779314, 378.6463472541995, 387.3652812244989, 393.54842607053035]",354.73,public/images/learning_set\red_leather_jacket.png
P85832,Slim Fit Yellow Wool Skirt,"[157.83315437419563, 185.83687321906106, 199.27136002074843, 187.23678814888632, 204.01838017678278, 193.15589015496016, 170.5974250908584, 155.5904980678934, 148.94428195087374, 125.43163586742389, 137.8397799198026, 149.70084696221255, 131.7891546379037, 131.69477295045473, 158.4791016036209, 175.64592658567102, 176.0496572774252, 185.17324596926645, 181.9732313981669, 183.75691025720286, 174.42819887929213, 172.7781892069881, 164.9267207758587, 162.73830562808246, 133.5085161636371, 130.29679992461078, 117.72049373154279, 144.9639770635649, 136.5042170119627, 154.53161340653827]",161.08,public/images/learning_set\floral_summer_dress.png
P67844,Slim Fit Blue Wool Skirt,"[446.0552751930417, 467.5614174414102, 481.50365230755125, 501.0084930032102, 491.99479484381845, 495.25960429843957, 471.7704940231548, 453.3459765573347, 435.229650709535, 425.29906790626814, 410.2453828380164, 408.4316081601653, 414.0138516136007, 423.6938887925435, 440.98691132516046, 445.8407791908964, 463.46789250539797, 500.6532830122198, 493.35144973186743, 479.0799398522236, 476.4090435736483, 471.5093752192627, 442.88836741810303, 420.3950965428298, 419.5784094995345, 406.28962882736147, 395.57140629264336, 432.5322698937413, 434.39000868045747, 444.0897221687002]",494.72,public/images/learning_set\floral_summer_dress.png
P46382,Oversized Black Wool T-Shirt,"[413.1887552561262, 416.6775802465971, 407.9081868771022, 427.58951082516836, 420.8860147064718, 424.8798129437748, 407.7790434167035, 392.2524585091344, 370.11214618826455, 360.85903551491833, 366.5928622883926, 354.96337163879775, 349.4257095252227, 362.3947506443394, 406.1504971583145, 394.4857977498977, 413.16354457839486, 414.1698092014641, 421.11220966098153, 415.1019182420552, 382.75857311213446, 399.14118396371697, 384.1336931122006, 379.7808626228405, 367.45175881335837, 379.44468760325213, 351.64948347909746, 375.09557593090653, 384.4065401073352, 398.5560596041704]",430.54,public/images/learning_set\floral_summer_dress.png
P13735,Formal Grey Linen Sweater,"[79.64720899647509, 87.65964083812271, 131.14850706205064, 122.6620384163787, 135.66088573126356, 120.3697212004695, 116.89799355487625, 83.26449426088152, 77.28906970158806, 82.80761501693988, 59.48207479212982, 62.39718020959557, 47.85329913857801, 61.539412288509645, 72.91833269468329, 114.89727491938022, 119.64170471968902, 116.51501707279527, 134.81388161552562, 106.73640294959537, 113.1391400143314, 73.2426880388773, 82.90872323988164, 71.96903352691263, 48.642064692635984, 46.01929322345191, 70.42589311318469, 54.26020969330315, 86.09684555846624, 60.974962709536996]",88.06,public/images/learning_set\blue_denim_jeans.png
P17147,Vintage White Linen Jacket,"[415.6192970187612, 412.54329498886943, 428.10684337433344, 441.7000716342147, 444.29170657501686, 441.4330207228946, 414.4487619212614, 407.8207278376466, 394.4241235259862, 378.2721691364875, 366.8374450578887, 393.62394967397637, 360.66527862207477, 392.15773837653427, 414.0068782500512, 402.891151587021, 415.7129077732301, 427.055327090673, 425.33026670809403, 429.45429865154534, 436.5720993936857, 397.5075442877627, 393.6878020874088, 385.7312479481233, 376.62039859554733, 348.93411280928535, 368.69142118796674, 376.0451108622023, 378.50300791977423, 403.8357202621186]",442.66,public/images/learning_set\red_leather_jacket.png
P85511,Oversized Grey Linen Shorts,"[408.11579035795205, 435.4241727680953, 442.8942077987524, 444.2226292612887, 461.2425309330813, 433.1463520027279, 412.6804491549889, 410.45568803448396, 403.00693170321705, 385.39873926348525, 373.7562482384346, 363.47921131566216, 368.19892573873136, 397.95033128217295, 402.69371653595016, 410.18152765643697, 440.33841319180124, 457.8815644493449, 449.7794624912093, 428.0327347576669, 450.9057805853586, 419.53441372870714, 399.75631230293345, 389.6216745215782, 374.3108845147277, 378.4174782527357, 376.50690079691276, 398.4554338015604, 405.373012663027, 406.33510010436623]",493.12,public/images/learning_set\floral_summer_dress.png
P60564,Formal Black Cotton Shorts,"[178.61708875127914, 192.86506225320866, 208.0420287297284, 207.90609724576092, 224.57118196645726, 192.32911374334788, 201.78318853401845, 176.6381497964036, 184.52994352402695, 146.9352769753802, 162.4555537753521, 150.56995910822644, 164.0001942574803, 164.72608049673275, 188.46539965029342, 172.45825342834462, 187.10042016118834, 214.2038216375803, 203.75525071826334, 202.06373476652, 217.31024578813134, 175.58236843672034, 168.15912890100205, 161.45770758785523, 149.99167228946646, 154.94930372069845, 154.189960486004, 147.42885131207652, 170.04602709869096, 188.2722702350572]",162.34,public/images/learning_set\blue_denim_jeans.png
P66619,Formal Black Cotton T-Shirt,"[435.1287121378094, 448.7667317457578, 455.71183399317243, 453.705882066943, 459.9421592294392, 461.82010942317686, 452.3398952745506, 457.766834713237, 435.7758551108127, 439.9715672506356, 453.9302532870571, 453.0736867954131, 442.3655063143284, 442.00462830441387, 445.94039967128776, 450.6308495508815, 456.8148714855367, 462.66321769939265, 452.8719011760372, 472.38955619609914, 460.1110856807263, 452.49324758009254, 446.49644214113385, 431.32037823341307, 434.2404754656428, 433.50386545920963, 430.04755476944706, 428.85010973829293, 444.2913866709596, 447.54547645424196]",448.08,public/images/learning_set\blue_denim_jeans.png
P82091,Vintage Yellow Wool Sweater,"[242.69766670950034, 262.37659110851706, 275.537954444803, 283.739139354382, 291.80474192902903, 283.3097900972985, 281.5988155992415, 254.31560331256208, 251.00108873032408, 235.04297608873853, 228.30321730230457, 224.94055532325078, 238.77276138407558, 227.57121649259494, 248.5711040961358, 294.5257572809032, 295.8973970917007, 275.6173225257653, 297.4762489891204, 283.70125226613146, 284.9887754448547, 272.60563190105734, 248.1853799663188, 228.2910089735586, 227.87223773025295, 235.2067381655253, 209.28726733355273, 228.32512180823397, 243.02199804527376, 270.12626571465194]",283.24,public/images/learning_set\blue_denim_jeans.png
P14514,Modern Green Wool Jeans,"[124.79472691527674, 149.68273118719728, 143.17836042725838, 164.23221278316964, 157.2602625687217, 155.3202698168724, 145.8860790713698, 134.8771470464508, 128.28138344126086, 102.81405168687195, 101.69419189565794, 90.74890326439383, 97.04079288739966, 114.04659397641069, 124.4600935796458, 131.44542214251425, 151.13217953826862, 154.543203611805, 162.78047394847658, 149.6388939695181, 160.0508632007855, 137.584511456751, 130.83334862584147, 114.71730578527888, 97.32693755380984, 84.60797730936898, 110.7290338015926, 78.50819025813755, 104.1413169291769, 136.86249384400003]",140.77,public/images/learning_set\red_leather_jacket.png
P99008,Oversized White Cotton T-Shirt,"[40.08966490769759, 59.69007324204159, 94.19856035332941, 93.34587892680811, 108.1803942315007, 83.04460641798592, 63.73563962645808, 49.50307087910033, 35.43099080713365, 24.086683564240488, 14.247786759621516, 11.852983092398743, 0.0, 18.525820537942707, 55.774823283596625, 68.69929123970479, 55.79340743455859, 105.00904632149665, 90.3983372817842, 102.61960495231811, 75.50059302299812, 60.49456439133443, 43.599483954882714, 32.37704434209539, 21.132884984724136, 8.77907368916413, 19.17629572064137, 37.950626879557106, 31.717834162453094, 62.17933993046577]",47.01,public/images/learning_set\blue_denim_jeans.png
P68377,Oversized White Cotton T-Shirt,"[179.45261400993985, 207.07497644458897, 210.42047040109472, 223.59277049788085, 214.7813186477394, 217.7759643531119, 176.4035381695114, 181.0582138603003, 164.28709675695052, 168.34690685517225, 128.84186474343602, 141.50560836626, 128.61450865047772, 153.39156801567464, 163.32630620151036, 198.70035387649907, 206.933794227654, 214.2228599027281, 205.10021189057747, 231.17398161827637, 207.38540098798106, 199.79454241240663, 164.18077040100252, 159.42636010174152, 157.6338735284278, 139.8390159110046, 148.20083043560243, 147.44815056714742, 160.41577319462186, 172.91714819911346]",214.89,public/images/learning_set\floral_summer_dress.png
